"Num_Acc","num_veh","id_usa","date","ville","id_code_insee","latitude","longitude","descr_cat_veh","descr_agglo","descr_athmo","descr_lum","descr_etat_surf","description_intersection","an_nais","age","place","descr_dispo_secu","descr_grav","descr_motif_traj","descr_type_col"
200900000693,"A01",745306,"2009-02-05 13:56:00","PARIS 16","75116",48.86,2.262,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1988","35","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900000696,"A01",745312,"2009-02-05 16:00:00","PARIS 12","75112",48.8352,2.4458,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1946","77","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900000705,"A01",745328,"2009-02-05 20:35:00","PARIS 17","75117",48.8872,2.3075,"Bicyclette","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1983","40","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900000730,"B01",745372,"2009-02-07 06:00:00","PARIS 01","75101",48.8626,2.3364,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Mouillée","Intersection en X","1979","44","3","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900000748,"A01",745407,"2009-02-08 22:15:00","PARIS 12","75112",48.8352,2.4458,"Motocyclette > 50 cm3 et <= 125 cm3","En agglomération","Pluie légère","Nuit avec éclairage public allumé","Mouillée","Hors intersection","1975","48","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900000778,"A01",745462,"2009-02-10 09:30:00","PARIS 14","75114",48.8296,2.3267,"VL seul","En agglomération","Pluie légère","Plein jour","Mouillée","Hors intersection","1979","44","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900000797,"A01",745498,"2009-02-11 10:50:00","PARIS 11","75111",48.8584,2.3795,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Mouillée","Hors intersection","1979","44","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900000799,"A01",745500,"2009-02-11 11:05:00","PARIS 20","75120",48.8632,2.4001,"Motocyclette > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Mouillée","Hors intersection","1966","57","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900000804,"A01",745509,"2009-02-11 16:05:00","PARIS 16","75116",48.86,2.262,"Motocyclette > 50 cm3 et <= 125 cm3","En agglomération","Temps éblouissant","Plein jour","Normale","Hors intersection","1984","39","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900000805,"A01",745511,"2009-02-11 16:25:00","PARIS 12","75112",48.8352,2.4458,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en X","1951","72","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900000805,"B01",745512,"2009-02-11 16:25:00","PARIS 12","75112",48.8352,2.4458,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en X","1969","54","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900000805,"B01",745513,"2009-02-11 16:25:00","PARIS 12","75112",48.8352,2.4458,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en X","1965","58","2","Utilisation d'une ceinture de sécurité ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900000809,"B01",745519,"2009-02-11 19:20:00","PARIS 19","75119",48.8817,2.3834,"VL seul","En agglomération","Normale","Nuit sans éclairage public","Normale","Hors intersection","1962","61","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Autre","Deux véhicules – Par l’arrière"
200900000819,"A01",745538,"2009-02-12 09:00:00","PARIS 05","75105",48.8448,2.3551,"Bicyclette","En agglomération","Normale","Plein jour","Normale","Intersection en X","1985","38","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Domicile – école","Deux véhicules – Par l’arrière"
200900000823,"B01",745545,"2009-02-12 12:30:00","PARIS 12","75112",48.8352,2.4458,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1952","71","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900000825,"A01",745550,"2009-02-12 16:15:00","PARIS 17","75117",48.8872,2.3075,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1937","86","2","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900000828,"A01",745556,"2009-02-12 19:50:00","PARIS 12","75112",48.8352,2.4458,"Motocyclette > 125 cm3","En agglomération","Normale","Nuit sans éclairage public","Normale","Hors intersection","1953","70","2","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900000828,"A01",745557,"2009-02-12 19:50:00","PARIS 12","75112",48.8352,2.4458,"Motocyclette > 125 cm3","En agglomération","Normale","Nuit sans éclairage public","Normale","Hors intersection","1941","82","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900000839,"B01",745582,"2009-02-13 09:40:00","PARIS 16","75116",48.86,2.262,"VL seul","En agglomération","Pluie légère","Plein jour","Mouillée","Hors intersection","1963","60","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900000849,"A01",745600,"2009-02-13 18:00:00","PARIS 12","75112",48.8352,2.4458,"Motocyclette > 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1974","49","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900000853,"B01",745611,"2009-02-13 21:15:00","PARIS 01","75101",48.8626,2.3364,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1984","39","2","Présence d'une ceinture de sécurité - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900000858,"B01",745619,"2009-02-14 01:40:00","PARIS 17","75117",48.8872,2.3075,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection en T","1972","51","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900000859,"A01",745621,"2009-02-14 03:35:00","PARIS 03","75103",48.8637,2.359,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection à plus de 4 branches","1961","62","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900000924,"B01",745761,"2009-02-18 10:35:00","PARIS 17","75117",48.8872,2.3075,"VL seul","En agglomération","Pluie légère","Plein jour","Mouillée","Intersection à plus de 4 branches","2006","17","3","Utilisation d'un dispositif enfant","Blessé léger","Autre","Deux véhicules – Par l’arrière"
200900000954,"A01",745816,"2009-02-19 20:37:00","PARIS 06","75106",48.8493,2.3324,"Scooter < 50 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1983","40","2","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900000972,"A01",745850,"2009-02-21 11:15:00","PARIS 17","75117",48.8872,2.3075,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1968","55","1","Utilisation d'un casque ","Blessé léger","Courses – achats","Deux véhicules – Par l’arrière"
200900000972,"A01",745851,"2009-02-21 11:15:00","PARIS 17","75117",48.8872,2.3075,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1998","25","5","Utilisation d'un casque ","Blessé léger","Courses – achats","Deux véhicules – Par l’arrière"
200900000984,"A01",745876,"2009-02-21 20:15:00","PARIS 11","75111",48.8584,2.3795,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1928","95","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001017,"A01",745933,"2009-02-24 09:00:00","PARIS 12","75112",48.8352,2.4458,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Temps couvert","Plein jour","Mouillée","Hors intersection","1973","50","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900001060,"A01",746017,"2009-02-26 19:40:00","PARIS 13","75113",48.8283,2.3627,"Scooter < 50 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1988","35","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001077,"B01",746057,"2009-02-27 18:15:00","PARIS 03","75103",48.8637,2.359,"Bicyclette","En agglomération","Normale","Plein jour","Normale","Hors intersection","1992","31","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001089,"B01",746078,"2009-02-28 16:30:00","PARIS 20","75120",48.8632,2.4001,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1977","46","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001090,"A01",746079,"2009-02-28 17:15:00","PARIS 13","75113",48.8283,2.3627,"Bicyclette","En agglomération","Normale","Plein jour","Normale","Hors intersection","1974","49","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001411,"A01",746757,"2009-03-19 15:25:00","PARIS 12","75112",48.8352,2.4458,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en Y","1957","66","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900001413,"B01",746761,"2009-03-29 15:40:00","PARIS 03","75103",48.8637,2.359,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1946","77","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001419,"A01",746771,"2009-03-01 19:30:00","PARIS 17","75117",48.8872,2.3075,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1988","35","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001419,"B01",746770,"2009-03-01 19:30:00","PARIS 17","75117",48.8872,2.3075,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1981","42","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900001441,"A01",746810,"2009-03-07 17:50:00","PARIS 18","75118",48.8925,2.3444,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1970","53","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001488,"B01",746908,"2009-03-09 09:00:00","PARIS 07","75107",48.8567,2.3208,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en T","1970","53","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900001521,"B01",746968,"2009-03-04 13:00:00","PARIS 20","75120",48.8632,2.4001,"Motocyclette > 125 cm3","En agglomération","Pluie légère","Plein jour","Mouillée","Intersection en Y","1963","60","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900001545,"B01",747018,"2009-03-04 19:40:00","PARIS 13","75113",48.8283,2.3627,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection en T","1952","71","2","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001554,"B01",747035,"2009-03-06 00:30:00","PARIS 10","75110",48.8761,2.3602,"Cyclomoteur <50cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection en X","1973","50","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Autre","Deux véhicules – Par l’arrière"
200900001572,"A01",747070,"2009-03-03 18:10:00","PARIS 13","75113",48.8283,2.3627,"Scooter < 50 cm3","En agglomération","Normale","Crépuscule ou aube","Normale","Intersection en T","1989","34","1","Utilisation d'un casque ","Blessé léger","Domicile – école","Deux véhicules – Par l’arrière"
200900001592,"A01",747109,"2009-03-09 09:35:00","PARIS 06","75106",48.8493,2.3324,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1982","41","1","Utilisation d'un casque ","Blessé léger","Domicile – école","Deux véhicules – Par l’arrière"
200900001629,"A01",747185,"2009-03-31 09:45:00","PARIS 09","75109",48.876,2.3375,"Motocyclette > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1963","60","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001639,"A01",747202,"2009-03-04 15:15:00","PARIS 14","75114",48.8296,2.3267,"Motocyclette > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Mouillée","Hors intersection","1967","56","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900001663,"B01",747250,"2009-03-13 08:50:00","PARIS 15","75115",48.8412,2.3002,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1968","55","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001666,"A01",747255,"2009-03-13 09:30:00","PARIS 16","75116",48.86,2.262,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1977","46","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900001678,"B01",747279,"2009-03-10 16:45:00","PARIS 05","75105",48.8448,2.3551,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Temps couvert","Plein jour","Mouillée","Hors intersection","1966","57","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900001690,"A01",747298,"2009-03-11 08:55:00","PARIS 16","75116",48.86,2.262,"Motocyclette > 50 cm3 et <= 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1976","47","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900001706,"A01",747325,"2009-03-11 18:10:00","PARIS 15","75115",48.8412,2.3002,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Crépuscule ou aube","Normale","Hors intersection","1957","66","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900001713,"A01",747338,"2009-03-12 09:40:00","PARIS 11","75111",48.8584,2.3795,"Scooter > 125 cm3","En agglomération","Temps couvert","Plein jour","Mouillée","Hors intersection","1965","58","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900001724,"B01",747362,"2009-03-12 17:45:00","PARIS 16","75116",48.86,2.262,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1984","39","1","Utilisation d'un casque ","Blessé léger","Autre","Deux véhicules – Par l’arrière"
200900001728,"A01",747370,"2009-03-13 17:15:00","PARIS 17","75117",48.8872,2.3075,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1975","48","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900001748,"A01",747411,"2009-03-14 21:00:00","PARIS 12","75112",48.8352,2.4458,"Motocyclette > 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1983","40","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001750,"B01",747417,"2009-03-15 01:40:00","PARIS 14","75114",48.8296,2.3267,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1985","38","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001750,"B01",747418,"2009-03-15 01:40:00","PARIS 14","75114",48.8296,2.3267,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1985","38","2","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001754,"B01",747424,"2009-03-15 13:30:00","PARIS 16","75116",48.86,2.262,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1983","40","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001776,"A01",747470,"2009-03-16 15:55:00","PARIS 12","75112",48.8352,2.4458,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1987","36","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001782,"B01",747481,"2009-03-16 17:15:00","PARIS 16","75116",48.86,2.262,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1969","54","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001782,"B01",747482,"2009-03-16 17:15:00","PARIS 16","75116",48.86,2.262,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1997","26","2","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001795,"B01",747508,"2009-03-17 12:15:00","PARIS 15","75115",48.8412,2.3002,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1974","49","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900001848,"B01",747615,"2009-03-19 21:45:00","PARIS 09","75109",48.876,2.3375,"Bicyclette","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection en X","1946","77","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001857,"B01",747633,"2009-03-20 09:05:00","PARIS 20","75120",48.8632,2.4001,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1966","57","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900001858,"B01",747634,"2009-03-20 09:05:00","PARIS 17","75117",48.8872,2.3075,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1971","52","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900001867,"B01",747652,"2009-03-20 17:40:00","PARIS 03","75103",48.8637,2.359,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Plein jour","Normale","Intersection en X","1985","38","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001880,"B01",747681,"2009-03-21 08:50:00","PARIS 13","75113",48.8283,2.3627,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en X","1949","74","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900001894,"A01",747710,"2009-03-21 19:25:00","PARIS 13","75113",48.8283,2.3627,"Motocyclette > 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1977","46","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900001919,"A01",747757,"2009-03-24 01:50:00","PARIS 17","75117",48.8872,2.3075,"Motocyclette > 50 cm3 et <= 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1981","42","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900001925,"A01",747770,"2009-03-24 09:20:00","PARIS 11","75111",48.8584,2.3795,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1974","49","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900001930,"A01",747780,"2009-03-24 14:35:00","PARIS 04","75104",48.8566,2.3522,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1976","47","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001950,"B01",747815,"2009-03-25 13:50:00","PARIS 16","75116",48.86,2.262,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1974","49","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900001962,"A01",747841,"2009-03-26 09:15:00","PARIS 16","75116",48.86,2.262,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1968","55","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900001967,"B01",747851,"2009-03-26 13:10:00","PARIS 18","75118",48.8925,2.3444,"Bicyclette","En agglomération","Pluie légère","Plein jour","Mouillée","Intersection en Y","1952","71","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900001974,"A01",747865,"2009-03-26 16:55:00","PARIS 03","75103",48.8637,2.359,"Scooter < 50 cm3","En agglomération","Temps couvert","Plein jour","Mouillée","Intersection en X","1990","33","2","Utilisation d'un casque ","Blessé léger","Autre","Deux véhicules – Par l’arrière"
200900001980,"A01",747877,"2009-03-26 18:40:00","PARIS 13","75113",48.8283,2.3627,"Scooter < 50 cm3","En agglomération","Temps couvert","Plein jour","Normale","Hors intersection","1991","32","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900001981,"A01",747879,"2009-03-26 18:55:00","PARIS 11","75111",48.8584,2.3795,"Scooter < 50 cm3","En agglomération","Pluie légère","Crépuscule ou aube","Mouillée","Intersection en T","1987","36","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002029,"B01",747980,"2009-03-28 20:30:00","PARIS 11","75111",48.8584,2.3795,"VL seul","En agglomération","Pluie légère","Nuit avec éclairage public allumé","Mouillée","Hors intersection","1982","41","2","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002029,"B01",747981,"2009-03-28 20:30:00","PARIS 11","75111",48.8584,2.3795,"VL seul","En agglomération","Pluie légère","Nuit avec éclairage public allumé","Mouillée","Hors intersection","2007","16","3","Utilisation d'un dispositif enfant","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002032,"A01",747990,"2009-03-28 23:25:00","PARIS 12","75112",48.8352,2.4458,"Scooter < 50 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1991","32","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900002037,"A01",748003,"2009-03-29 06:05:00","PARIS 17","75117",48.8872,2.3075,"VL seul","En agglomération","Normale","Crépuscule ou aube","Normale","Intersection à plus de 4 branches","1980","43","2","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002612,"A01",749249,"2009-04-05 11:35:00","PARIS 19","75119",48.8817,2.3834,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1973","50","2","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002612,"A01",749250,"2009-04-05 11:35:00","PARIS 19","75119",48.8817,2.3834,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1974","49","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002612,"B01",749248,"2009-04-05 11:35:00","PARIS 19","75119",48.8817,2.3834,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1979","44","2","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002634,"A01",749291,"2009-04-04 16:15:00","PARIS 11","75111",48.8584,2.3795,"Cyclomoteur <50cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1985","38","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900002635,"B01",749293,"2009-04-04 21:00:00","PARIS 15","75115",48.8412,2.3002,"Scooter < 50 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1991","32","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002649,"A01",749321,"2009-04-03 15:50:00","PARIS 13","75113",48.8283,2.3627,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1972","51","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900002658,"A01",749339,"2009-04-03 19:20:00","PARIS 14","75114",48.8296,2.3267,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1981","42","1","Utilisation d'un casque ","Blessé léger","Autre","Deux véhicules – Par l’arrière"
200900002665,"B01",749353,"2009-04-03 10:25:00","PARIS 15","75115",48.8412,2.3002,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1974","49","5","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002687,"A01",749397,"2009-04-02 17:20:00","PARIS 13","75113",48.8283,2.3627,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1985","38","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002698,"A01",749417,"2009-04-01 16:50:00","PARIS 16","75116",48.86,2.262,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1974","49","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002700,"A01",749419,"2009-04-01 08:30:00","PARIS 08","75108",48.8722,2.3124,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1969","54","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900002732,"A01",749485,"2009-04-06 15:48:00","PARIS 15","75115",48.8412,2.3002,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en T","1998","25","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Domicile – école","Deux véhicules – Par l’arrière"
200900002732,"B01",749484,"2009-04-06 15:48:00","PARIS 15","75115",48.8412,2.3002,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en T","1979","44","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
